파일경로,파일명,제목,아티스트,연도,장르,추천장르,Spotify_인기도,Spotify_URL,검색_결과
/Users/mac/Downloads/djing/TWS (투어스) - 첫 만남은 계획대로 되지 않아.mp3,TWS (투어스) - 첫 만남은 계획대로 되지 않아.mp3,첫 만남은 계획대로 되지 않아,TWS (투어스),2024.0,K-Pop,,71,https://open.spotify.com/track/0aZG8KWrpRnsGL0loUkfSj,발견 (유사도: 0.40)
/Users/mac/Downloads/djing/Timbaland ft Keri Hilson & D.O.E. - The Way I Are (Clean).mp3,Timbaland ft Keri Hilson & D.O.E. - The Way I Are (Clean).mp3,The Way I Are (Clean),Timbaland ft Keri Hilson & D.O.E.,2007.0,Pop,,86,https://open.spotify.com/track/2bLqfJjuC5syrsgDsZfGmn,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nelly - E.I. (Dirty).mp3,Nelly - E.I. (Dirty).mp3,E.I. (Dirty),Nelly,2000.0,Hip Hop,,68,https://open.spotify.com/track/4bUfMNNmiCmPXVyWzIfKeZ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Village People - Y.M.C.A. (Clean) (Extended).mp3,Village People - Y.M.C.A. (Clean) (Extended).mp3,Y.M.C.A. (Clean) (Extended),Village People,1979.0,Disco,,26,https://open.spotify.com/track/2MtwLMtwLU17payh5C4fYG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lay Bankz - Tell Ur Girlfriend (Dirty).mp3,Lay Bankz - Tell Ur Girlfriend (Dirty).mp3,Tell Ur Girlfriend (Dirty),Lay Bankz,2024.0,Hip Hop,,77,https://open.spotify.com/track/3I3eUAnjfJ3XtqgQJda5u5,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nicki Minaj - Feeling Myself (Feat. Beyonce).mp3,Nicki Minaj - Feeling Myself (Feat. Beyonce).mp3,Feeling Myself (Feat. Beyonce),Nicki Minaj,2014.0,Rap,,64,https://open.spotify.com/track/4vgTAdLit4VNnxZ7YK06NW,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/PLUTO & Sexyy Red - WHIM WHAMIEE (Remix) (Dirty).mp3,PLUTO & Sexyy Red - WHIM WHAMIEE (Remix) (Dirty).mp3,WHIM WHAMIEE (Remix) (Dirty),PLUTO & Sexyy Red,2025.0,Hip Hop,,70,https://open.spotify.com/track/7pvrkNvlIQMY0hfGcdCr5m,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Kavinsky ft Lovefoxxx - Nightcall (Clean).mp3,Kavinsky ft Lovefoxxx - Nightcall (Clean).mp3,Nightcall (Clean),Kavinsky ft Lovefoxxx,2010.0,Pop,,76,https://open.spotify.com/track/0U0ldCRmgCqhVvD6ksG63j,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/David Guetta & Glowinthedark ft Harrison - Ain't A Party (Clean).mp3,David Guetta & Glowinthedark ft Harrison - Ain't A Party (Clean).mp3,Ain't A Party (Clean),David Guetta & Glowinthedark ft Harrison,2013.0,edm,,41,https://open.spotify.com/track/0ovkF7guujkfu2yRLnUS0b,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/YG - My Nigga (Remix) (Feat. Lil Wayne, Rich Homie Quan, Meek Mill, Nicki Minaj).mp3","YG - My Nigga (Remix) (Feat. Lil Wayne, Rich Homie Quan, Meek Mill, Nicki Minaj).mp3","My Nigga (Remix) (Feat. Lil Wayne, Rich Homie Quan, Meek Mill, Nicki Minaj)",YG,2014.0,Hip Hop,,71,https://open.spotify.com/track/19OHDib8Jrqi3o2nm5lzdA,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Snoop Dogg - The Negotiator (Dirty).mp3,Snoop Dogg - The Negotiator (Dirty).mp3,The Negotiator (Dirty),Snoop Dogg,2024.0,Hip Hop,,40,https://open.spotify.com/track/3hifED2qSOpsT5f4xQoaVW,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Cil - You're a Liar (You Love Me) (Dirty).mp3,Cil - You're a Liar (You Love Me) (Dirty).mp3,You're a Liar (You Love Me) (Dirty),Cil,2025.0,Pop,,52,https://open.spotify.com/track/1LI8rDhxrRe9iQLECjntwG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Britney Spears - Everybody (Clean).mp3,Britney Spears - Everybody (Clean).mp3,Everybody (Clean),Britney Spears,2007.0,Pop,,45,https://open.spotify.com/track/16S140u9imsl1CKu0bxvYh,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Soulja Boy Tell 'Em - Bird Walk (Clean).mp3,Soulja Boy Tell 'Em - Bird Walk (Clean).mp3,Bird Walk (Clean),Soulja Boy Tell 'Em,2008.0,Hip Hop,,33,https://open.spotify.com/track/5tPab9ITAFIgaKc4JLuqkB,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/Billie Eilish - LUNCH (Clean).mp3,Billie Eilish - LUNCH (Clean).mp3,LUNCH (Clean),Billie Eilish,2024.0,Pop,,88,https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Finesse2tymes - Kisses N Hugs (Dirty).mp3,Finesse2tymes - Kisses N Hugs (Dirty).mp3,Kisses N Hugs (Dirty),Finesse2tymes,2024.0,Hip Hop,,35,https://open.spotify.com/track/2kFBimxQGS0oeOYNRdO4hc,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Huricane Chris ft Lil Boosie - Ratchet (Remix) (Dirty).mp3,Huricane Chris ft Lil Boosie - Ratchet (Remix) (Dirty).mp3,Ratchet (Remix) (Dirty),Huricane Chris ft Lil Boosie,,Hip Hop,,1,https://open.spotify.com/track/4a10MBFltEhbmzafYugSVk,발견 (유사도: 0.80)
/Users/mac/Downloads/djing/Scarface ft Ice Cube - Hand Of A Dead Body (Aka People Don't Believe) (Dirty).mp3,Scarface ft Ice Cube - Hand Of A Dead Body (Aka People Don't Believe) (Dirty).mp3,Hand Of A Dead Body (Aka People Don't Believe) (Dirty),Scarface ft Ice Cube,1994.0,Hip Hop,,8,https://open.spotify.com/track/4DUZTdt8jyi9xI2lremkPk,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/T.I. feat Lil Wayne - Ball (Dirty).mp3,T.I. feat Lil Wayne - Ball (Dirty).mp3,Ball (Dirty),T.I. feat Lil Wayne,,Hip  Hop,,24,https://open.spotify.com/track/2oS3fQ2lufDa6XtQoS4gdp,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Tyga & Sabrina Claudio - No Question (Dirty).mp3,Tyga & Sabrina Claudio - No Question (Dirty).mp3,No Question (Dirty),Tyga & Sabrina Claudio,2024.0,Hip Hop,,43,https://open.spotify.com/track/1gRajwEnMGfgpNtFdP0j9u,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Young Dro ft T.I. - Shoulder Lean (HH Dirty Intro).mp3,Young Dro ft T.I. - Shoulder Lean (HH Dirty Intro).mp3,Shoulder Lean (HH Dirty Intro),Young Dro ft T.I.,2006.0,Hip-Hop / R&B,,62,https://open.spotify.com/track/2OqYarizUUGzSSNHPrDEii,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Latto - Brokey (Dirty).mp3,Latto - Brokey (Dirty).mp3,Brokey (Dirty),Latto,2024.0,Hip Hop,,71,https://open.spotify.com/track/1JF8LkQWZ8grXb2emqrNKn,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/NAV ft Don Toliver - Recap (Dirty).mp3,NAV ft Don Toliver - Recap (Dirty).mp3,Recap (Dirty),NAV ft Don Toliver,2020.0,Hip Hop,,62,https://open.spotify.com/track/67LB1vZuG114LqRN8h8bQ2,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/DaniLeigh ft DaBaby - Levi High (Dirty).mp3,DaniLeigh ft DaBaby - Levi High (Dirty).mp3,Levi High (Dirty),DaniLeigh ft DaBaby,2020.0,Hip Hop,,45,https://open.spotify.com/track/0Bpk1CQmG658ZZLtjEUkeZ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Rod Wave - By Your Side (Clean).mp3,Rod Wave - By Your Side (Clean).mp3,By Your Side (Clean),Rod Wave,2021.0,Hip Hop,,66,https://open.spotify.com/track/5gUiTylvifZnUrynE4FFPu,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Ellie Goulding - Lights (Clean).mp3,Ellie Goulding - Lights (Clean).mp3,Lights (Clean),Ellie Goulding,2010.0,Pop,,14,https://open.spotify.com/track/145CB5vvls7TknkhKBeBJs,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Coi Leray & Mike WiLL Made-It - Wanna Come Thru (Dirty).mp3,Coi Leray & Mike WiLL Made-It - Wanna Come Thru (Dirty).mp3,Wanna Come Thru (Dirty),Coi Leray & Mike WiLL Made-It,2024.0,Hip Hop,,40,https://open.spotify.com/track/1peSFUNahpj7paMnJGg9aX,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lil Uzi Vert - 444_222 (Dirty).mp3,Lil Uzi Vert - 444_222 (Dirty).mp3,444_222 (Dirty),Lil Uzi Vert,2017.0,Hip Hop,,59,https://open.spotify.com/track/1QgTBfRN5m81a5K01qens6,발견 (유사도: 0.70)
/Users/mac/Downloads/djing/Boosie Badazz ft UGK - In My Pocket (Dirty).mp3,Boosie Badazz ft UGK - In My Pocket (Dirty).mp3,In My Pocket (Dirty),Boosie Badazz ft UGK,2003.0,Hip Hop,,48,https://open.spotify.com/track/2GyiPfu3exRASKLKZ8p6FB,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/Slim Jxmmi ft Rae Sremmurd, Ear Drummers - Nothing For Christmas (Dirty).mp3","Slim Jxmmi ft Rae Sremmurd, Ear Drummers - Nothing For Christmas (Dirty).mp3",Nothing For Christmas (Dirty),Slim Jxmmi ft Rae Sremmurd & Ear Drummers,2018.0,Hip-Hop / R&B,,15,https://open.spotify.com/track/4sCmcmD9qGOnB1WpqTy5HJ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Migos - Hannah Montana (Dirty).mp3,Migos - Hannah Montana (Dirty).mp3,Hannah Montana (Dirty),Migos,2013.0,Hip  Hop,,48,https://open.spotify.com/track/3SnLc0bQjQeE3HgGdNfb8u,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/D.S.G.B (Down South Georgia Boys) - Make Em Get That Money Right (Dirty).mp3,D.S.G.B (Down South Georgia Boys) - Make Em Get That Money Right (Dirty).mp3,Make Em Get That Money Right (Dirty),D.S.G.B (Down South Georgia Boys),2003.0,Hip Hop,,29,https://open.spotify.com/track/5XadclnBSY6okDTYhVJCIP,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Dawin - Dessert (Clean).mp3,Dawin - Dessert (Clean).mp3,Dessert (Clean),Dawin,2015.0,Pop / Dance / Meme Anthem,,67,https://open.spotify.com/track/3mg29Lwvo673TkDhE3kB9W,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Charlie Puth - How Long (Clean).mp3,Charlie Puth - How Long (Clean).mp3,How Long (Clean),Charlie Puth,2017.0,Pop,,78,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Honey Bxby - Touchin' (Dirty).mp3,Honey Bxby - Touchin' (Dirty).mp3,Touchin' (Dirty),Honey Bxby,2023.0,R&B,,57,https://open.spotify.com/track/0yzVYUHAAu9AQdrp9s7vGk,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/Busta Rhymes ft Chingy, Nick Cannon & Fat Joe - Shorty (Put It On The Floor) (Clean).mp3","Busta Rhymes ft Chingy, Nick Cannon & Fat Joe - Shorty (Put It On The Floor) (Clean).mp3",Shorty (Put It On The Floor) (Clean),"Busta Rhymes ft Chingy, Nick Cannon & Fat Joe",2003.0,Hip Hop,,45,https://open.spotify.com/track/2nEanMXkMMOq7qcGurTKZC,발견 (유사도: 0.40)
/Users/mac/Downloads/djing/F.L.Y. (Fast Life Yungstaz) - Swag Surfin' (Intro Dirty).mp3,F.L.Y. (Fast Life Yungstaz) - Swag Surfin' (Intro Dirty).mp3,Swag Surfin' (Intro Dirty),F.L.Y. (Fast Life Yungstaz),2009.0,Hip Hop,,67,https://open.spotify.com/track/5ItzU5pBrFmRUudfr5RkJP,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/Fabolous ft Jay-Z - Money Goes, Honey Stay (When The Money Goes Remix) (Dirty).mp3","Fabolous ft Jay-Z - Money Goes, Honey Stay (When The Money Goes Remix) (Dirty).mp3","Money Goes, Honey Stay (When The Money Goes Remix) (Dirty)",Fabolous ft Jay-Z,2009.0,Hip Hop,,37,https://open.spotify.com/track/0TudxdV1jdiqMCnosB8cIG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/David Guetta ft Sia - Let's Love (Clean).mp3,David Guetta ft Sia - Let's Love (Clean).mp3,Let's Love (Clean),David Guetta ft Sia,2020.0,Pop,,65,https://open.spotify.com/track/6lhZLbb0czULpjb2kFryPS,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/BLK ODYSSY & Joey Bada2$ - STANK ROSE (Dirty).mp3,BLK ODYSSY & Joey Bada2$ - STANK ROSE (Dirty).mp3,STANK ROSE (Dirty),BLK ODYSSY & Joey Bada$$,2024.0,Hip Hop,,43,https://open.spotify.com/track/3UgGcXBLByVMxC1SDZwcLO,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/BbnoS & Lentra - What Would Baby Do (Dirty).mp3,BbnoS & Lentra - What Would Baby Do (Dirty).mp3,What Would Baby Do (Dirty),BbnoS & Lentra,2020.0,Hip Hop,,36,https://open.spotify.com/track/0uLgF7pdj9Gk4ok1z5OVFh,발견 (유사도: 0.92)
"/Users/mac/Downloads/djing/Birdman ft DJ Khaled, Young Jeezy, Lil Wayne & Dre - 100 Million (Dirty).mp3","Birdman ft DJ Khaled, Young Jeezy, Lil Wayne & Dre - 100 Million (Dirty).mp3",100 Million (Dirty),"Birdman ft DJ Khaled, Young Jeezy, Lil Wayne & Dre",2007.0,Hip Hop,,42,https://open.spotify.com/track/5i2KYtJLL7HlglwcQiT9Mc,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Ice Spice ft NLE Choppa & DaBaby - Hannah Montana (Dirty).mp3,Ice Spice ft NLE Choppa & DaBaby - Hannah Montana (Dirty).mp3,Hannah Montana (Dirty),Ice Spice ft NLE Choppa & DaBaby,2024.0,Hip Hop,,72,https://open.spotify.com/track/11KgBg77VfJjv0oifmE7M7,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/KenTheMan - The Pssy Song (Dirty).mp3,KenTheMan - The Pssy Song (Dirty).mp3,The Pssy Song (Dirty),KenTheMan,2024.0,Hip Hop,,57,https://open.spotify.com/track/5bp8lzqdJpsU8PC5jTpD7G,발견 (유사도: 0.40)
/Users/mac/Downloads/djing/Phony PPL - Nowhere But Up (Clean).mp3,Phony PPL - Nowhere But Up (Clean).mp3,Nowhere But Up (Clean),Phony PPL,2022.0,Hip-Hop / R&B,,32,https://open.spotify.com/track/2dSalhRXbpRaoHzTfaz9bv,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Big Boss Vette - Ice Me (Dirty).mp3,Big Boss Vette - Ice Me (Dirty).mp3,Ice Me (Dirty),Big Boss Vette,2024.0,Hip Hop,,43,https://open.spotify.com/track/4DRrkGW5OpK80HzMSk7mGu,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Pitbull ft Lil Jon - Culo (Dirty).mp3,Pitbull ft Lil Jon - Culo (Dirty).mp3,Culo (Dirty),Pitbull ft Lil Jon,2004.0,Latin Pop,,69,https://open.spotify.com/track/4tAru66VGVLWYjg90UV4vJ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Drake - Best I Ever Had (Dirty).mp3,Drake - Best I Ever Had (Dirty).mp3,Best I Ever Had (Dirty),Drake,2010.0,Hip Hop,,80,https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/King Kanja & Kai Ca$h - Maliah (Clean).mp3,King Kanja & Kai Ca$h - Maliah (Clean).mp3,Maliah (Clean),King Kanja & Kai Ca$h,2022.0,Afrobeat,,4,https://open.spotify.com/track/1YJY4AwL1ZruD6Lbyp4pKd,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/TLC - Dear Lie (Dirty).mp3,TLC - Dear Lie (Dirty).mp3,Dear Lie (Dirty),TLC,1999.0,R&B,,44,https://open.spotify.com/track/08vjsE3N31ai3ARwj5uW2i,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/B.G. ft Cash Money Millionaires - Bling Bling (Dirty).mp3,B.G. ft Cash Money Millionaires - Bling Bling (Dirty).mp3,Bling Bling (Dirty),B.G. ft Cash Money Millionaires,1999.0,Hip Hop,,15,https://open.spotify.com/track/107IoVr0NJixhLukWl6Nnx,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Jeremih - Oui.mp3,Jeremih - Oui.mp3,Oui,Jeremih,2015.0,Soul,,79,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Rihanna ft Drake - What's My Name (Dirty).mp3,Rihanna ft Drake - What's My Name (Dirty).mp3,What's My Name (Dirty),Rihanna ft Drake,2010.0,Pop,,79,https://open.spotify.com/track/6DkXLzBQT7cwXmTyzAB1DJ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/J. Cole - cLOUDs (Dirty).mp3,J. Cole - cLOUDs (Dirty).mp3,cLOUDs (Dirty),J. Cole,2025.0,Hip Hop,,75,https://open.spotify.com/track/53WWD2BBC6Jcip8wy5CniE,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Britney Spears - Toxic.mp3,Britney Spears - Toxic.mp3,Toxic,Britney Spears,2003.0,Pop,,87,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Metro Boomin ft Travis Scott & Future - Lock On Me (Dirty).mp3,Metro Boomin ft Travis Scott & Future - Lock On Me (Dirty).mp3,Lock On Me (Dirty),Metro Boomin ft Travis Scott & Future,2022.0,Hip Hop,,65,https://open.spotify.com/track/0OoNzMdPSgbkM5MkcuEZfm,발견 (유사도: 0.82)
"/Users/mac/Downloads/djing/Xzibit ft David Banner, Brevi & Wiz Khalifa - Enjoy The Night (Dirty).mp3","Xzibit ft David Banner, Brevi & Wiz Khalifa - Enjoy The Night (Dirty).mp3",Enjoy The Night (Dirty),"Xzibit ft David Banner, Brevi & Wiz Khalifa",2012.0,Hip Hop,,24,https://open.spotify.com/track/1yMzGE0isLECnczmgXITIC,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Ed Sheeran & Justin Bieber - I Don't Care (Clean).mp3,Ed Sheeran & Justin Bieber - I Don't Care (Clean).mp3,I Don't Care (Clean),Ed Sheeran & Justin Bieber,2019.0,Pop,,79,https://open.spotify.com/track/6hvRoJ0BTZywxu8UCPBkzx,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bo Kane ft Gucci Mane - You Know Why (Dirty).mp3,Bo Kane ft Gucci Mane - You Know Why (Dirty).mp3,You Know Why (Dirty),Bo Kane ft Gucci Mane,2024.0,Hip Hop,,29,https://open.spotify.com/track/07hilmlXkeRIJqpwie2n7s,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Chingy ft Jermaine Dupri - Dem Jeans (Dirty).mp3,Chingy ft Jermaine Dupri - Dem Jeans (Dirty).mp3,Dem Jeans (Dirty),Chingy ft Jermaine Dupri,2006.0,Hip Hop / Midwest / Club,,49,https://open.spotify.com/track/7nBnxipTxl27eJa9ltaikO,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tyla - Truth Or Dare (Clean).mp3,Tyla - Truth Or Dare (Clean).mp3,Truth Or Dare (Clean),Tyla,2023.0,Afrobeat,,78,https://open.spotify.com/track/7axl6v0Yv4ksLVMt6XItpc,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/G Perico ft Wiz Khalifa - Billie Jean (Dirty).mp3,G Perico ft Wiz Khalifa - Billie Jean (Dirty).mp3,Billie Jean (Dirty),G Perico ft Wiz Khalifa,2019.0,Hip Hop,,55,https://open.spotify.com/track/4qW1ZmuFdrjVBk6cTQENtb,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bei Maejor ft J. Cole - Trouble (Dirty).mp3,Bei Maejor ft J. Cole - Trouble (Dirty).mp3,Trouble (Dirty),Bei Maejor ft J. Cole,2011.0,R&B,,41,https://open.spotify.com/track/6F7dllOyUFpmdEObq9ptbJ,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/Trey Songz ft Summer Walker - Back Home (Dirty).mp3,Trey Songz ft Summer Walker - Back Home (Dirty).mp3,Back Home (Dirty),Trey Songz ft Summer Walker,2020.0,R&B,,51,https://open.spotify.com/track/6t51aLe7rjZhKgONwt6btQ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tay Money & Hitkidd - WYA (Dirty).mp3,Tay Money & Hitkidd - WYA (Dirty).mp3,WYA (Dirty),Tay Money & Hitkidd,2024.0,Hip Hop,,23,https://open.spotify.com/track/1xQuEUlBKgx3VbLlyQU637,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Yo Gotti ft Young Jeezy & YG - Act Right (Dirty).mp3,Yo Gotti ft Young Jeezy & YG - Act Right (Dirty).mp3,Act Right (Dirty),Yo Gotti ft Young Jeezy & YG,2013.0,Hip Hop / Southern / Street Anthem,,51,https://open.spotify.com/track/7yz6wjkAV0ZByLrlcrMkAx,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/David Guetta & Martin Solveig - Thing For You (Dirty Extended).mp3,David Guetta & Martin Solveig - Thing For You (Dirty Extended).mp3,Thing For You (Dirty Extended),David Guetta & Martin Solveig,2019.0,Dance Pop,,47,https://open.spotify.com/track/0IhTEIjFaRt3B2NQYf9azQ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/aespa - Drama.mp3,aespa - Drama.mp3,Drama,aespa,2023.0,Dance / K-pop,,80,https://open.spotify.com/track/5XWlyfo0kZ8LF7VSyfS4Ew,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Will.I.Am ft Justin Bieber - That Power (MAIN).mp3,Will.I.Am ft Justin Bieber - That Power (MAIN).mp3,That Power (Main),Will.I.Am ft Justin Bieber,2013.0,Pop / Top 40,,20,https://open.spotify.com/track/0RRVmbSlmZaRMxnRBDarGw,발견 (유사도: 0.42)
/Users/mac/Downloads/djing/Peggy Gou - (It Goes Like) Nanana (Extended Mix).mp3,Peggy Gou - (It Goes Like) Nanana (Extended Mix).mp3,(It Goes Like) Nanana (Extended Mix),Peggy Gou,2023.0,Electronic / Dance,,66,https://open.spotify.com/track/5Hijdt7rmbj9fUJdXEs6Nz,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Blessed [Dirty].mp3,Blessed [Dirty].mp3,Blessed [Dirty],Schoolboy Q ft Kendrick Lamar,2011.0,Hip Hop,,68,https://open.spotify.com/track/7xVLFuuYdAvcTfcP3IG3dS,발견 (유사도: 0.40)
/Users/mac/Downloads/djing/Ice Cube ft Das EFX - Check Yo Self (Remix) (Dirty).mp3,Ice Cube ft Das EFX - Check Yo Self (Remix) (Dirty).mp3,Check Yo Self (Remix) (Dirty),Ice Cube ft Das EFX,1993.0,Hip Hop,,43,https://open.spotify.com/track/6juIzbXd7ERNLhYCcOpi7u,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Big Sean ft Post Malone - Wolves (Dirty).mp3,Big Sean ft Post Malone - Wolves (Dirty).mp3,Wolves (Dirty),Big Sean ft Post Malone,2020.0,Hip Hop,,68,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Megan Thee Stallion - Kitty Kat (Dirty).mp3,Megan Thee Stallion - Kitty Kat (Dirty).mp3,Kitty Kat (Dirty),Megan Thee Stallion,2021.0,Hip Hop,,67,https://open.spotify.com/track/6DoGtGyDgv5mVxeCpP92tX,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Ariana Grande ft Big Sean - Right There (Clean).mp3,Ariana Grande ft Big Sean - Right There (Clean).mp3,Right There (Clean),Ariana Grande ft Big Sean,,Top 40,,64,https://open.spotify.com/track/47rzxY9wSpomHE1gT94jIT,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/YSL ft Young Thug & Gunna - Ski (Dirty).mp3,YSL ft Young Thug & Gunna - Ski (Dirty).mp3,Ski (Dirty),YSL ft Young Thug & Gunna,2021.0,Hip-Hop / R&B,,0,https://open.spotify.com/track/1Zq72a5aqFqburOOfykuiC,발견 (유사도: 0.70)
/Users/mac/Downloads/djing/Justin Bieber ft J Balvin - Sorry (Latino Remix) (Clean) (1).mp3,Justin Bieber ft J Balvin - Sorry (Latino Remix) (Clean) (1).mp3,Sorry (Latino Remix) (Clean),Justin Bieber ft J Balvin,2015.0,Pop,,87,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Rayven Justice - Grab A 8th (Dirty).mp3,Rayven Justice - Grab A 8th (Dirty).mp3,Grab A 8th (Dirty),Rayven Justice,2016.0,Hip Hop,,15,https://open.spotify.com/track/5grMGpv55lYreXzNQy6HMl,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/YG & Mozzy ft Tyga - Toot It Up (Dirty).mp3,YG & Mozzy ft Tyga - Toot It Up (Dirty).mp3,Toot It Up (Dirty),YG & Mozzy ft Tyga,2021.0,Hip Hop,,29,https://open.spotify.com/track/5TgvYxHYjgCeJA4OiBsmKn,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tyga ft Desiigner - Gucci Snakes (Dirty).mp3,Tyga ft Desiigner - Gucci Snakes (Dirty).mp3,Gucci Snakes (Dirty),Tyga ft Desiigner,,Hip Hop,,16,https://open.spotify.com/track/48hpE9NztqHUO3mcWbocC0,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Amine ft Summer Walker - Easy (Dirty).mp3,Amine ft Summer Walker - Easy (Dirty).mp3,Easy (Dirty),Amine ft Summer Walker,2020.0,Hip Hop,,44,https://open.spotify.com/track/5AMJhqZCE2FkvbCSLlABaX,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Coco Jones - On Sight (Dirty).mp3,Coco Jones - On Sight (Dirty).mp3,On Sight (Dirty),Coco Jones,2025.0,R&B,,64,https://open.spotify.com/track/0Tdpdo2ZD1CefcFTTbm0xx,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Soulja Boy - Speakers Going Hammer (Dirty).mp3,Soulja Boy - Speakers Going Hammer (Dirty).mp3,Speakers Going Hammer (Dirty),Soulja Boy,2010.0,Hip Hop,,36,https://open.spotify.com/track/37As0mOsm7uaXXFtZT4cKZ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Justin Bieber - What Do You Mean (CLEAN).mp3,Justin Bieber - What Do You Mean (CLEAN).mp3,What Do You Mean (Clean),Justin Bieber,2015.0,Pop / Top 40,,85,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Kid Cudi ft Skepta & Pop Smoke - Show Out (Dirty).mp3,Kid Cudi ft Skepta & Pop Smoke - Show Out (Dirty).mp3,Show Out (Dirty),Kid Cudi ft Skepta & Pop Smoke,2020.0,Hip Hop,,12,https://open.spotify.com/track/79IhXaVk9dQ2nmsjLFL3KO,발견 (유사도: 1.00)
